name,url,author,num_watch,num_stars,num_forks,num_open_issues,last_updated,last_push
awesome-php,https://github.com/ziadoz/awesome-php,ziadoz,1013,9693,1815,80,2015-10-11T18:01:44Z,2015-10-09T14:11:52Z
awesome-pipeline,https://github.com/pditommaso/awesome-pipeline,pditommaso,14,64,10,0,2015-09-30T18:36:50Z,2015-10-06T08:04:25Z
awesome-play1,https://github.com/PerfectCarl/awesome-play1,PerfectCarl,4,17,3,2,2015-09-30T05:59:50Z,2015-08-08T14:31:04Z
awesome-ProductManager,https://github.com/hugo53/awesome-ProductManager,hugo53,7,30,4,0,2015-10-09T14:47:27Z,2014-11-15T10:06:50Z
awesome-projects-boilerplates,https://github.com/melvin0008/awesome-projects-boilerplates,melvin0008,8,91,19,3,2015-10-09T09:59:14Z,2015-08-05T19:08:12Z
awesome-promises,https://github.com/wbinnssmith/awesome-promises,wbinnssmith,17,332,14,3,2015-10-11T15:35:29Z,2015-10-11T21:39:42Z
awesome-puppet,https://github.com/olindata/awesome-puppet,olindata,6,8,3,1,2015-08-18T12:30:09Z,2015-08-05T14:59:02Z
awesome-pyramid,https://github.com/ITCase/awesome-pyramid,ITCase,29,185,18,1,2015-10-10T14:32:07Z,2015-09-22T14:34:31Z
awesome-python,https://github.com/kevmo/awesome-python,kevmo,1,3,0,0,2015-08-23T07:37:28Z,2015-06-09T18:12:53Z
awesome-python,https://github.com/vinta/awesome-python,vinta,1609,15060,2558,153,2015-10-11T23:53:28Z,2015-10-10T20:41:13Z
awesome-python-talks,https://github.com/jhermann/awesome-python-talks,jhermann,4,18,0,0,2015-09-13T18:57:37Z,2015-06-26T15:04:38Z
awesome-public-datasets,https://github.com/caesar0301/awesome-public-datasets,caesar0301,425,5682,657,6,2015-10-11T22:19:36Z,2015-10-11T14:04:00Z
awesome-purescript,https://github.com/passy/awesome-purescript,passy,3,28,2,0,2015-10-08T20:35:02Z,2015-08-29T11:33:32Z
awesome-qt,https://github.com/skhaz/awesome-qt,skhaz,1,4,1,0,2015-09-14T15:50:56Z,2014-10-07T18:04:26Z
awesome-R,https://github.com/qinwf/awesome-R,qinwf,138,943,345,12,2015-10-10T10:19:27Z,2015-10-11T12:34:25Z
awesome-radio,https://github.com/kyleterry/awesome-radio,kyleterry,6,67,8,0,2015-09-18T17:42:25Z,2015-08-07T19:25:22Z
awesome-rails,https://github.com/dpaluy/awesome-rails,dpaluy,2,16,1,0,2015-09-14T22:35:23Z,2015-09-06T20:38:31Z
awesome-rails,https://github.com/ekremkaraca/awesome-rails,ekremkaraca,68,593,65,3,2015-10-11T19:06:49Z,2015-09-03T21:22:57Z
awesome-rails,https://github.com/ruby-vietnam/awesome-rails,ruby-vietnam,12,21,13,1,2015-09-29T17:26:26Z,2015-05-09T08:11:48Z
awesome-rails-gem,https://github.com/hothero/awesome-rails-gem,hothero,56,1131,82,9,2015-10-11T23:46:07Z,2015-10-09T14:11:24Z
awesome-react,https://github.com/enaqx/awesome-react,enaqx,527,9384,767,42,2015-10-11T20:33:50Z,2015-10-11T19:39:42Z
awesome-recommender-system,https://github.com/Geek4IT/awesome-recommender-system,Geek4IT,2,1,0,0,2015-07-30T13:12:44Z,2015-01-08T04:46:17Z
awesome-redux,https://github.com/xgrommx/awesome-redux,xgrommx,92,1323,77,3,2015-10-11T23:37:43Z,2015-10-11T22:42:26Z
awesome-regex,https://github.com/aloisdg/awesome-regex,aloisdg,12,55,3,7,2015-10-06T02:13:08Z,2015-09-26T07:02:23Z
awesome-remote-job,https://github.com/lukasz-madon/awesome-remote-job,lukasz-madon,356,3990,335,11,2015-10-11T21:22:35Z,2015-10-10T16:31:22Z
awesome-RemoteWork,https://github.com/hugo53/awesome-RemoteWork,hugo53,28,179,17,0,2015-10-10T20:38:01Z,2015-07-31T12:48:23Z
awesome-ruby,https://github.com/markets/awesome-ruby,markets,323,4638,566,62,2015-10-11T23:53:03Z,2015-10-10T12:12:20Z
awesome-ruby,https://github.com/Sdogruyol/awesome-ruby,sdogruyol,82,752,79,0,2015-10-10T04:17:43Z,2015-05-01T09:12:37Z
awesome-rust,https://github.com/kud1ing/awesome-rust,kud1ing,120,1176,77,1,2015-10-11T15:30:41Z,2015-10-09T12:55:26Z
awesome-sarl,https://github.com/sarl/awesome-sarl,sarl,4,1,3,0,2014-10-22T18:35:59Z,2015-05-25T15:57:03Z
awesome-sass,https://github.com/HugoGiraudel/awesome-sass,HugoGiraudel,55,413,29,0,2015-10-11T23:46:07Z,2015-08-15T14:46:32Z
awesome-scala,https://github.com/lauris/awesome-scala,lauris,352,2512,337,7,2015-10-11T21:32:08Z,2015-10-03T18:54:04Z
awesome-security,https://github.com/sbilly/awesome-security,sbilly,36,244,29,0,2015-10-10T16:07:18Z,2015-09-28T01:34:41Z
awesome-selenium,https://github.com/christian-bromann/awesome-selenium,christian-bromann,10,56,10,0,2015-10-09T17:49:12Z,2015-08-05T20:04:20Z
awesome-selfhosted,https://github.com/Kickball/awesome-selfhosted,Kickball,181,3550,230,71,2015-10-11T22:30:36Z,2015-10-09T21:24:45Z
awesome-services,https://github.com/indrasantosa/awesome-services,indrasantosa,2,2,1,0,2015-03-11T08:18:27Z,2015-03-10T13:42:54Z
awesome-sharepoint,https://github.com/sergey-tihon/awesome-sharepoint,sergey-tihon,11,30,12,1,2015-09-14T19:34:19Z,2014-08-09T16:35:05Z
awesome-SharePoint,https://github.com/siaf/awesome-SharePoint,siaf,2,0,0,0,2014-08-25T15:44:10Z,2014-08-26T14:37:38Z
awesome-shell,https://github.com/alebcay/awesome-shell,alebcay,305,5386,412,1,2015-10-11T21:54:30Z,2015-10-08T03:13:52Z
awesome-sheet-music,https://github.com/adius/awesome-sheet-music,adius,4,34,6,1,2015-10-09T22:46:56Z,2014-12-25T16:13:38Z
awesome-sketch,https://github.com/diessica/awesome-sketch,diessica,18,331,21,1,2015-10-07T20:42:52Z,2015-09-29T19:57:28Z
awesome-sphinxdoc,https://github.com/yoloseem/awesome-sphinxdoc,yoloseem,9,116,8,3,2015-10-10T23:48:04Z,2015-07-29T15:45:33Z
awesome-sqlalchemy,https://github.com/dahlia/awesome-sqlalchemy,dahlia,52,913,57,2,2015-10-11T00:44:27Z,2015-08-08T01:44:55Z
awesome-standard,https://github.com/feross/awesome-standard,feross,5,62,4,1,2015-10-05T10:52:41Z,2015-10-06T08:01:24Z
awesome-stars,https://github.com/lichunqiang/awesome-stars,lichunqiang,5,21,7,1,2015-10-05T08:14:56Z,2015-10-11T11:56:19Z
awesome-static-generators,https://github.com/myles/awesome-static-generators,myles,3,10,0,0,2015-09-28T09:40:29Z,2015-09-28T14:55:56Z
awesome-styleguides,https://github.com/RichardLitt/awesome-styleguides,RichardLitt,22,217,29,1,2015-10-05T15:23:52Z,2015-09-04T20:09:15Z
awesome-svg,https://github.com/willianjusten/awesome-svg,willianjusten,157,2654,214,10,2015-10-10T04:55:45Z,2015-10-11T01:02:36Z
awesome-swift,https://github.com/matteocrippa/awesome-swift,matteocrippa,385,4664,590,0,2015-10-11T22:40:51Z,2015-10-10T10:10:26Z
awesome-swift,https://github.com/Wolg/awesome-swift,Wolg,136,1561,152,23,2015-10-11T22:09:51Z,2015-10-05T04:21:28Z
awesome-symfony2,https://github.com/EmanueleMinotto/awesome-symfony2,EmanueleMinotto,77,477,78,0,2015-10-11T13:18:16Z,2015-10-10T22:33:00Z
awesome-sysadmin,https://github.com/kahun/awesome-sysadmin,kahun,880,10958,1480,158,2015-10-11T18:01:40Z,2015-10-05T17:28:40Z
awesome-talks,https://github.com/JanVanRyswyck/awesome-talks,JanVanRyswyck,160,782,75,9,2015-10-11T13:38:14Z,2015-09-07T07:05:24Z
awesome-torch,https://github.com/carpedm20/awesome-torch,carpedm20,12,62,5,0,2015-10-10T06:06:22Z,2015-10-06T00:57:55Z
awesome-umbraco,https://github.com/leekelleher/awesome-umbraco,leekelleher,10,31,3,0,2015-10-07T21:04:55Z,2015-08-20T10:58:06Z
awesome-unity,https://github.com/RyanNielson/awesome-unity,RyanNielson,75,344,50,0,2015-10-09T16:53:56Z,2015-10-09T20:17:55Z
awesome-vagrant,https://github.com/iJackUA/awesome-vagrant,iJackUA,17,110,4,0,2015-10-10T03:38:05Z,2015-08-05T06:41:15Z
awesome-vector-tiles,https://github.com/mapbox/awesome-vector-tiles,mapbox,98,61,0,0,2015-10-10T18:01:18Z,2015-09-27T22:15:02Z
awesome-vim,https://github.com/akrawchyk/awesome-vim,akrawchyk,12,85,11,0,2015-10-10T03:38:09Z,2015-09-02T18:49:16Z
awesome-vim,https://github.com/matteocrippa/awesome-vim,matteocrippa,10,54,6,4,2015-10-10T03:38:11Z,2015-08-02T23:15:32Z
awesome-webcomponents,https://github.com/obetomuniz/awesome-webcomponents,obetomuniz,6,59,6,0,2015-10-11T14:48:18Z,2015-09-11T13:38:02Z
awesome-web-scraping,https://github.com/lorien/awesome-web-scraping,lorien,65,751,71,0,2015-10-11T14:38:27Z,2015-09-30T01:40:26Z
awesome-webservice,https://github.com/wapmorgan/awesome-webservice,wapmorgan,6,13,1,0,2015-09-11T14:25:34Z,2015-08-27T11:53:47Z
awesome-weekly,https://github.com/jondot/awesome-weekly,jondot,15,110,20,1,2015-10-09T10:57:44Z,2015-08-29T21:53:30Z
awesome-wikipedia,https://github.com/emijrp/awesome-wikipedia,emijrp,4,18,3,0,2015-10-06T01:56:30Z,2015-08-28T21:19:23Z
awesome-wordpress,https://github.com/dropndot/awesome-wordpress,dropndot,1,11,2,0,2015-09-15T21:26:12Z,2015-07-02T13:44:44Z
awesome-wordpress,https://github.com/endel/awesome-wordpress,endel,1,6,1,0,2015-08-20T07:32:37Z,2014-11-14T23:45:49Z
awesome-wordpress,https://github.com/miziomon/awesome-wordpress,miziomon,7,43,7,0,2015-10-01T15:58:11Z,2015-10-07T08:09:58Z
awesome-workshopper,https://github.com/therebelrobot/awesome-workshopper,therebelrobot,9,64,5,0,2015-10-09T08:29:48Z,2015-10-08T18:42:58Z
awesome-wpo,https://github.com/davidsonfellipe/awesome-wpo,davidsonfellipe,356,5116,391,1,2015-10-10T03:38:13Z,2015-08-07T04:43:02Z
awesome-yamada,https://github.com/supermomonga/awesome-yamada,supermomonga,1,3,3,0,2014-07-15T04:05:39Z,2014-07-15T15:35:22Z
awesome-yii,https://github.com/iJackUA/awesome-yii,iJackUA,37,150,26,1,2015-10-06T10:43:49Z,2015-05-27T09:52:31Z
awesome-yii-1,https://github.com/wapmorgan/awesome-yii-1,wapmorgan,3,2,0,0,2014-12-16T01:38:06Z,2014-08-29T04:54:38Z
awesome-zsh-plugins,https://github.com/unixorn/awesome-zsh-plugins,unixorn,61,809,40,0,2015-10-11T05:46:39Z,2015-10-08T03:52:14Z
awesome,https://github.com/sindresorhus/awesome,sindresorhus,1546,20155,2079,6,2015-10-11T23:54:15Z,2015-10-11T05:32:53Z
awesome-all,https://github.com/bradoyler/awesome-all,bradoyler,10,47,12,1,2015-10-01T21:37:10Z,2015-09-20T01:53:08Z
awesome-android-awesomeness,https://github.com/yongjhih/awesome-android-awesomeness#awesomeness,yongjhih,3,27,3,0,2015-09-30T03:42:23Z,2015-10-08T22:54:06Z
awesome-awesome,https://github.com/emijrp/awesome-awesome,emijrp,36,403,42,0,2015-10-10T17:06:57Z,2015-09-08T07:27:37Z
awesome-awesome,https://github.com/erichs/awesome-awesome,erichs,10,43,18,2,2015-10-10T16:50:58Z,2015-09-10T01:17:52Z
awesome-awesome,https://github.com/oyvindrobertsen/awesome-awesome,oyvindrobertsen,8,35,6,0,2015-09-22T01:57:57Z,2015-08-30T16:02:21Z
awesome-awesomeness,https://github.com/bayandin/awesome-awesomeness,bayandin,1255,14040,1573,50,2015-10-11T22:42:19Z,2015-10-09T15:32:40Z
awesome-awesomeness-zh_CN,https://github.com/justjavac/awesome-awesomeness-zh_CN,justjavac,104,587,201,2,2015-10-11T15:00:28Z,2015-09-17T23:57:56Z
awesome-awesomes,https://github.com/fleveque/awesome-awesomes,fleveque,38,311,32,5,2015-10-06T16:50:29Z,2015-08-30T15:50:12Z
awesome-collection,https://github.com/flyhigher139/awesome-collection,flyhigher139,4,59,15,0,2015-08-30T15:45:05Z,2015-08-31T00:29:14Z
getAwesomeness,https://github.com/panzhangwang/getAwesomeness,panzhangwang,49,936,49,2,2015-10-11T04:15:17Z,2015-10-10T00:00:19Z
ListOfGithubLists,https://github.com/asciimoo/ListOfGithubLists,asciimoo,14,217,14,0,2015-10-07T17:06:12Z,2015-01-28T07:17:58Z
list-of-lists,https://github.com/cyrusstoller/list-of-lists,cyrusstoller,2,9,0,0,2015-06-21T18:23:08Z,2014-12-30T00:39:29Z
must-watch-list,https://github.com/adrianmoisey/must-watch-list,adrianmoisey,4,11,0,0,2015-07-23T09:34:49Z,2015-05-03T15:34:24Z
lists,https://github.com/jnv/lists,jnv,188,3430,207,1,2015-10-11T19:54:11Z,2015-10-11T08:23:11Z
wiki,https://github.com/huguangju/wiki,huguangju,7,19,12,0,2015-10-11T09:15:08Z,2015-10-08T07:38:29Z
awesome-awesome-awesome,https://github.com/geekan/awesome-awesome-awesome,geekan,8,151,15,1,2015-10-09T01:10:31Z,2015-09-14T03:15:58Z
awesome-awesome-awesome,https://github.com/t3chnoboy/awesome-awesome-awesome,t3chnoboy,37,423,28,0,2015-10-09T16:04:06Z,2015-09-30T17:17:26Z
awesomecubed,https://github.com/hunterboerner/awesomecubed,hunterboerner,1,4,0,0,2015-08-30T15:22:22Z,2014-07-17T03:07:43Z
lologl,https://github.com/yaph/lologl,yaph,6,62,2,0,2015-08-16T15:45:50Z,2014-07-14T20:21:32Z
meta-awesome,https://github.com/PatrickMcDonald/meta-awesome,PatrickMcDonald,1,8,1,0,2015-07-27T17:12:24Z,2014-07-25T20:35:00Z
awesome-awesome-awesome-awesome,https://github.com/sindresorhus/awesome-awesome-awesome-awesome,sindresorhus,4,24,1,0,2015-09-12T00:12:02Z,2014-07-13T16:30:29Z
awesome-power-of-5,https://github.com/therebelrobot/awesome-power-of-5,therebelbeta,0,7,0,0,2015-10-09T04:48:51Z,2014-07-14T21:37:12Z
awesome-awesome-awesome-awesome-awesome-awesome,https://github.com/enedil/awesome-awesome-awesome-awesome-awesome-awesome,enedil,0,2,0,0,2015-10-09T10:27:37Z,2015-08-14T14:34:48Z
